中诚信征信有限公司,北京,Java高级开发工程师,09:05发布,15k-30k,3-5年,150-500人,"行业领导者,周五7小时,午餐下午茶,各种俱乐部",东城区
北京趣发芽科技有限公司,北京,高级java工程师,1天前发布,20k-40k,3-5年,15-50人,"公司氛围好,产品潜力大",海淀区
北京趣拿软件科技有限公司,北京,Java开发工程师-玩乐事业部,1天前发布,20k-35k,3-5年,2000人以上,年底双薪 免费健身房 弹性工作制 双休,海淀区
上海蔚来汽车有限公司,北京,JAVA工程师,1天前发布,20k-40k,3-5年,2000人以上,"技术大牛集,股票期权,股票期权,环境赞",朝阳区
真有两把刷子(北京)科技有限公司,北京,初中级Java工程师,2018-11-14,20k-40k,3-5年,150-500人,餐补，晋升空间大，奖金，涨薪幅度高,朝阳区
掌阅科技股份有限公司,北京,高级Java工程师,09:41发布,15k-25k,3-5年,500-2000人,"上市公司,丰富福利,数据驱动,开源技术",朝阳区
北京颐圣智能科技有限公司,北京,高级JAVA工程师,1天前发布,15k-25k,5-10年,15-50人,"五险一金,带薪年假,年终奖金,晋升机会",朝阳区
北京智汇一品网络科技有限公司,北京,中级Java工程师,09:40发布,15k-25k,3-5年,150-500人,B轮融资1亿，目标三年内IPO,海淀区
北京弘道智慧中医技术有限公司,北京,Java开发工程师,09:15发布,25k-40k,5-10年,50-150人,"五险一金,带薪年假,交通餐补,通讯补贴",海淀区
中益善源（北京）科技有限公司,北京,高级JAVA开发工程师,2天前发布,25k-50k,5-10年,50-150人,"五险一金,弹性工作,餐费补助,补充医疗",朝阳区
云伊（北京）科技有限公司,北京,Java开发工程师,2018-11-16,20K-40K,3-5年,15-50人,"前景好,氛围好,激励高,新领域",朝阳区
